07-6807 704013000080911Avoir 07-6807 LARSONE LUPIN                                 00000000000001965.95                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Avoir 07-6807 LARSONE LUPIN                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7975                          080911 02;SYS_ADM                                                                                                       07-6807                       
07-6807 445719000080911Avoir 07-6807 LARSONE LUPIN                                 00000000000000385.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Avoir 07-6807 LARSONE LUPIN                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7975                          080911 02;SYS_ADM                                                                                                       07-6807                       
07-6808 411036530080911Facture 07-6808 LUTETIA                                     00000000000007176.60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6808 LUTETIA                                     1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7976                          080911 02;SYS_ADM                                                                                                       07-6808                       
07-6808 709401300080911Facture 07-6808 LUTETIA                                     00000000000000315.82                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6808 LUTETIA                                     0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7976                          080911 02;SYS_ADM                                                                                                       07-6808                       
07-6808 704013000080911Facture 07-6808 LUTETIA                                                         00000000000005991.30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6808 LUTETIA                                     0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7976                          080911 02;SYS_ADM                                                                                                       07-6808                       
07-6808 704000000080911Facture 07-6808 LUTETIA                                                         00000000000000325.02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6808 LUTETIA                                     0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7976                          080911 02;SYS_ADM                                                                                                       07-6808                       
07-6808 445719000080911Facture 07-6808 LUTETIA                                                         00000000000001176.10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6808 LUTETIA                                     0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7976                          080911 02;SYS_ADM                                                                                                       07-6808                       
07-6809 411010090080911Facture 07-6809 CREDIT COPERATIF                  00000000000002984.24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6809 CREDIT COPERATIF                  1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7977                          080911 02;SYS_ADM                                                                                                       07-6809                       
07-6809 709401300080911Facture 07-6809 CREDIT COPERATIF                  00000000000000131.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6809 CREDIT COPERATIF                  0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7977                          080911 02;SYS_ADM                                                                                                       07-6809                       
07-6809 704013000080911Facture 07-6809 CREDIT COPERATIF                                      00000000000002550.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6809 CREDIT COPERATIF                  0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7977                          080911 02;SYS_ADM                                                                                                       07-6809                       
07-6809 704000000080911Facture 07-6809 CREDIT COPERATIF                                      00000000000000076.50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6809 CREDIT COPERATIF                  0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7977                          080911 02;SYS_ADM                                                                                                       07-6809                       
07-6809 445719000080911Facture 07-6809 CREDIT COPERATIF                                      00000000000000489.06                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6809 CREDIT COPERATIF                  0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7977                          080911 02;SYS_ADM                                                                                                       07-6809                       
07-6810 411534060080911Facture 07-6810 LASCAR ALAIN                           00000000000001064.90                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6810 LASCAR ALAIN                           1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7978                          080911 02;SYS_ADM                                                                                                       07-6810                       
07-6810 709451400080911Facture 07-6810 LASCAR ALAIN                           00000000000000053.12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6810 LASCAR ALAIN                           0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7978                          080911 02;SYS_ADM                                                                                                       07-6810                       
07-6810 704512000080911Facture 07-6810 LASCAR ALAIN                                               00000000000001062.50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6810 LASCAR ALAIN                           0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7978                          080911 02;SYS_ADM                                                                                                       07-6810                       
07-6810 445715000080911Facture 07-6810 LASCAR ALAIN                                               00000000000000055.52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6810 LASCAR ALAIN                           0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7978                          080911 02;SYS_ADM                                                                                                       07-6810                       
07-6811 411075820080911Facture 07-6811 SUPERJEANHE CONGELE                             00000000000000423.37                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6811 SUPERJEANHE CONGELE                             1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7979                          080911 02;SYS_ADM                                                                                                       07-6811                       
07-6811 709401300080911Facture 07-6811 SUPERJEANHE CONGELE                             00000000000000018.63                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6811 SUPERJEANHE CONGELE                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7979                          080911 02;SYS_ADM                                                                                                       07-6811                       
07-6811 704013000080911Facture 07-6811 SUPERJEANHE CONGELE                                                 00000000000000362.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6811 SUPERJEANHE CONGELE                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7979                          080911 02;SYS_ADM                                                                                                       07-6811                       
07-6811 704000000080911Facture 07-6811 SUPERJEANHE CONGELE                                                 00000000000000010.62                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6811 SUPERJEANHE CONGELE                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7979                          080911 02;SYS_ADM                                                                                                       07-6811                       
07-6811 445719000080911Facture 07-6811 SUPERJEANHE CONGELE                                                 00000000000000069.38                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6811 SUPERJEANHE CONGELE                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7979                          080911 02;SYS_ADM                                                                                                       07-6811                       
07-6812 411130580080911Facture 07-6812 PATRICK TEINTURE                               00000000000001590.68                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6812 PATRICK TEINTURE                               1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7980                          080911 02;SYS_ADM                                                                                                       07-6812                       
07-6812 709401400080911Facture 07-6812 PATRICK TEINTURE                               00000000000000004.20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6812 PATRICK TEINTURE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7980                          080911 02;SYS_ADM                                                                                                       07-6812                       
07-6812 704012000080911Facture 07-6812 PATRICK TEINTURE                                                   00000000000001202.25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6812 PATRICK TEINTURE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7980                          080911 02;SYS_ADM                                                                                                       07-6812                       
07-6812 704014000080911Facture 07-6812 PATRICK TEINTURE                                                   00000000000000131.95                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6812 PATRICK TEINTURE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7980                          080911 02;SYS_ADM                                                                                                       07-6812                       
07-6812 445719000080911Facture 07-6812 PATRICK TEINTURE                                                   00000000000000260.68                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6812 PATRICK TEINTURE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      7980                          080911 02;SYS_ADM                                                                                                       07-6812                       
